"ID","year","place","sowing","varietyID","variety","block","plot","ind","LeafDryWeight_g","ShootDryWeight_g","ShootFreshWeight_g","LeafFreshWeight_g","GrowthStage","NumberOfNodes","NumberOfTillers","PlantHeight_cm","TillerLength_cm"
NA,2019,"Tottori","Jul",47,"GmJMC047","W1",199,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",47,"GmJMC047","W1",199,3,NA,54.78,207.67,NA,6,6,12,41,50
NA,2019,"Tottori","Jul",47,"GmJMC047","W1",199,4,NA,NA,NA,NA,NA,NA,NA,49,NA
NA,2019,"Tottori","Jul",60,"GmJMC060","W1",200,1,NA,NA,NA,NA,NA,NA,NA,45,NA
NA,2019,"Tottori","Jul",60,"GmJMC060","W1",200,2,23.78,45.32,155.74,69.61,5,7,11,47,18
NA,2019,"Tottori","Jul",60,"GmJMC060","W1",200,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",60,"GmJMC060","W1",200,4,NA,46.94,175.27,NA,5,10,13,45,23
NA,2019,"Tottori","Jul",19,"GmWMC019","W2",1,1,NA,NA,NA,NA,NA,NA,NA,25,NA
NA,2019,"Tottori","Jul",19,"GmWMC019","W2",1,2,6.22,19.98,70.14,19.62,6,7,12,25,23
NA,2019,"Tottori","Jul",19,"GmWMC019","W2",1,3,NA,19.02,67.8,NA,6,7,10,25,24
NA,2019,"Tottori","Jul",19,"GmWMC019","W2",1,4,NA,NA,NA,NA,NA,NA,NA,25,NA
NA,2019,"Tottori","Jul",129,"GmWMC129","W2",2,1,NA,NA,NA,NA,NA,NA,NA,63,NA
NA,2019,"Tottori","Jul",129,"GmWMC129","W2",2,2,19.78,36.22,125.51,59.62,3,3,15,67,61
NA,2019,"Tottori","Jul",129,"GmWMC129","W2",2,3,NA,39.33,141.51,NA,2,5,12,67,48
NA,2019,"Tottori","Jul",129,"GmWMC129","W2",2,4,NA,NA,NA,NA,NA,NA,NA,64,NA
NA,2019,"Tottori","Jul",192,"GmWMC192","W2",3,1,26.17,46.4,208.31,110.1,2,13,15,38,40
NA,2019,"Tottori","Jul",192,"GmWMC192","W2",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",192,"GmWMC192","W2",3,3,NA,22.49,100.68,NA,2,9,18,40,34
NA,2019,"Tottori","Jul",192,"GmWMC192","W2",3,4,NA,NA,NA,NA,NA,NA,NA,44,NA
NA,2019,"Tottori","Jul",24,"GmWMC024","W2",4,1,NA,NA,NA,NA,NA,NA,NA,32,NA
NA,2019,"Tottori","Jul",24,"GmWMC024","W2",4,2,16.75,37.46,149.35,52.01,5,6,12,39,37
NA,2019,"Tottori","Jul",24,"GmWMC024","W2",4,3,NA,29.19,119.45,NA,6,8,13,38,18
NA,2019,"Tottori","Jul",24,"GmWMC024","W2",4,4,NA,NA,NA,NA,NA,NA,NA,37,NA
NA,2019,"Tottori","Jul",88,"GmJMC088","W2",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",88,"GmJMC088","W2",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",88,"GmJMC088","W2",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",88,"GmJMC088","W2",5,4,NA,1.91,6.41,NA,4,0,8,22,18
NA,2019,"Tottori","Jul",133,"GmJMC133","W2",6,1,NA,NA,NA,NA,NA,NA,NA,42,NA
NA,2019,"Tottori","Jul",133,"GmJMC133","W2",6,2,15.02,26.42,91.9,45.76,3,5,15,49,44
NA,2019,"Tottori","Jul",133,"GmJMC133","W2",6,3,NA,27.92,106.49,NA,3,3,12,47,42
NA,2019,"Tottori","Jul",133,"GmJMC133","W2",6,4,NA,NA,NA,NA,NA,NA,NA,33,NA
NA,2019,"Tottori","Jul",104,"GmJMC104","W2",7,1,NA,NA,NA,NA,NA,NA,NA,54,NA
NA,2019,"Tottori","Jul",104,"GmJMC104","W2",7,2,23.65,45.37,161.41,74.67,4,9,14,56,49
NA,2019,"Tottori","Jul",104,"GmJMC104","W2",7,3,NA,40.78,150.03,NA,4,8,10,53,50
NA,2019,"Tottori","Jul",104,"GmJMC104","W2",7,4,NA,NA,NA,NA,NA,NA,NA,49,NA
NA,2019,"Tottori","Jul",47,"GmJMC047","W2",8,1,NA,NA,NA,NA,NA,NA,NA,33,NA
NA,2019,"Tottori","Jul",47,"GmJMC047","W2",8,2,9.78,30.09,114.35,32.53,6,5,10,36,27
NA,2019,"Tottori","Jul",47,"GmJMC047","W2",8,3,NA,24.88,91.33,NA,5,3,12,30,34
NA,2019,"Tottori","Jul",47,"GmJMC047","W2",8,4,NA,NA,NA,NA,NA,NA,NA,27,NA
NA,2019,"Tottori","Jul",71,"GmWMC071","W2",9,1,NA,NA,NA,NA,NA,NA,NA,32,NA
NA,2019,"Tottori","Jul",71,"GmWMC071","W2",9,2,24.82,47.46,164.29,73.68,5,9,10,36,20
NA,2019,"Tottori","Jul",71,"GmWMC071","W2",9,3,NA,29.41,104.45,NA,5,6,8,37,49
NA,2019,"Tottori","Jul",71,"GmWMC071","W2",9,4,NA,NA,NA,NA,NA,NA,NA,35,NA
NA,2019,"Tottori","Jul",182,"GmWMC182","W2",10,1,NA,NA,NA,NA,NA,NA,NA,45,NA
NA,2019,"Tottori","Jul",182,"GmWMC182","W2",10,2,10.72,19.28,83.5,43.72,2,8,15,45,48
NA,2019,"Tottori","Jul",182,"GmWMC182","W2",10,3,NA,24.76,113.59,NA,1,11,14,51,54
NA,2019,"Tottori","Jul",182,"GmWMC182","W2",10,4,NA,NA,NA,NA,NA,NA,NA,49,NA
NA,2019,"Tottori","Jul",143,"GmWMC143","W2",11,1,NA,NA,NA,NA,NA,NA,NA,45,NA
NA,2019,"Tottori","Jul",143,"GmWMC143","W2",11,2,18.51,33.85,132.09,63.88,3,10,13,49,30
NA,2019,"Tottori","Jul",143,"GmWMC143","W2",11,3,NA,43.88,170.51,NA,3,9,16,52,58
NA,2019,"Tottori","Jul",143,"GmWMC143","W2",11,4,NA,NA,NA,NA,NA,NA,NA,48,NA
NA,2019,"Tottori","Jul",52,"GmJMC052","W2",12,1,NA,NA,NA,NA,NA,NA,NA,31,NA
NA,2019,"Tottori","Jul",52,"GmJMC052","W2",12,2,6.64,23.61,79.01,19.88,6,6,10,31,22
NA,2019,"Tottori","Jul",52,"GmJMC052","W2",12,3,NA,34.68,119.2,NA,6,7,11,31,38
NA,2019,"Tottori","Jul",52,"GmJMC052","W2",12,4,NA,NA,NA,NA,NA,NA,NA,32,NA
NA,2019,"Tottori","Jul",40,"GmJMC040","W2",13,1,NA,NA,NA,NA,NA,NA,NA,51,NA
NA,2019,"Tottori","Jul",40,"GmJMC040","W2",13,2,23.21,45.04,156.88,69.03,5,9,13,41,44
NA,2019,"Tottori","Jul",40,"GmJMC040","W2",13,3,NA,52.53,186.56,NA,5,7,13,39,52
NA,2019,"Tottori","Jul",40,"GmJMC040","W2",13,4,NA,NA,NA,NA,NA,NA,NA,38,NA
NA,2019,"Tottori","Jul",175,"GmWMC175","W2",14,1,NA,NA,NA,NA,NA,NA,NA,59,NA
NA,2019,"Tottori","Jul",175,"GmWMC175","W2",14,2,17.53,33.22,124.38,59.65,3,5,16,59,52
NA,2019,"Tottori","Jul",175,"GmWMC175","W2",14,3,NA,51.88,189.18,NA,9,10,17,59,71
NA,2019,"Tottori","Jul",175,"GmWMC175","W2",14,4,NA,NA,NA,NA,NA,NA,NA,62,NA
NA,2019,"Tottori","Jul",96,"GmJMC096","W2",15,1,NA,NA,NA,NA,NA,NA,NA,53,NA
NA,2019,"Tottori","Jul",96,"GmJMC096","W2",15,2,30.64,54.01,208.05,111.53,4,6,12,51,45
NA,2019,"Tottori","Jul",96,"GmJMC096","W2",15,3,NA,50.19,184.51,NA,3,7,16,51,59
NA,2019,"Tottori","Jul",96,"GmJMC096","W2",15,4,NA,NA,NA,NA,NA,NA,NA,47,NA
NA,2019,"Tottori","Jul",9,"GmJMC009","W2",16,1,NA,NA,NA,NA,NA,NA,NA,24,NA
NA,2019,"Tottori","Jul",9,"GmJMC009","W2",16,2,6.3,17.99,61.09,16.59,6,4,9,22,11
NA,2019,"Tottori","Jul",9,"GmJMC009","W2",16,3,NA,9.91,35.82,NA,6,4,8,20,10
NA,2019,"Tottori","Jul",9,"GmJMC009","W2",16,4,NA,NA,NA,NA,NA,NA,NA,20,NA
NA,2019,"Tottori","Jul",153,"GmWMC153","W2",17,1,NA,NA,NA,NA,NA,NA,NA,45,NA
NA,2019,"Tottori","Jul",153,"GmWMC153","W2",17,2,11.31,19.59,76.66,37.91,1,6,17,43,34
NA,2019,"Tottori","Jul",153,"GmWMC153","W2",17,3,NA,27.07,116.04,NA,1,5,16,45,36
NA,2019,"Tottori","Jul",153,"GmWMC153","W2",17,4,NA,NA,NA,NA,NA,NA,NA,45,NA
NA,2019,"Tottori","Jul",10,"GmWMC010","W2",18,1,NA,NA,NA,NA,NA,NA,NA,32,NA
NA,2019,"Tottori","Jul",10,"GmWMC010","W2",18,2,8.76,35.5,136.58,29.92,6,5,11,34,25
NA,2019,"Tottori","Jul",10,"GmWMC010","W2",18,3,NA,29.64,118.17,NA,6,4,11,30,23
NA,2019,"Tottori","Jul",10,"GmWMC010","W2",18,4,NA,NA,NA,NA,NA,NA,NA,28,NA
NA,2019,"Tottori","Jul",80,"GmJMC080","W2",19,1,NA,NA,NA,NA,NA,NA,NA,32,NA
NA,2019,"Tottori","Jul",80,"GmJMC080","W2",19,2,21.84,41.3,165.92,76.79,4,6,9,32,33
NA,2019,"Tottori","Jul",80,"GmJMC080","W2",19,3,NA,NA,NA,NA,NA,NA,NA,12,NA
NA,2019,"Tottori","Jul",80,"GmJMC080","W2",19,4,NA,34.68,122.9,NA,4,7,12,29,24
NA,2019,"Tottori","Jul",74,"GmWMC074","W2",20,1,NA,NA,NA,NA,NA,NA,NA,26,NA
NA,2019,"Tottori","Jul",74,"GmWMC074","W2",20,2,9.09,15.59,50.05,26.51,5,7,13,25,18
NA,2019,"Tottori","Jul",74,"GmWMC074","W2",20,3,NA,24.22,81.97,NA,5,3,9,28,21
NA,2019,"Tottori","Jul",74,"GmWMC074","W2",20,4,NA,NA,NA,NA,NA,NA,NA,23,NA
NA,2019,"Tottori","Jul",140,"GmWMC140","W2",21,1,NA,NA,NA,NA,NA,NA,NA,32,NA
NA,2019,"Tottori","Jul",140,"GmWMC140","W2",21,2,13.72,24.25,101.7,51.74,2,7,13,39,41
NA,2019,"Tottori","Jul",140,"GmWMC140","W2",21,3,NA,24.31,99.26,NA,2,7,18,46,28
NA,2019,"Tottori","Jul",140,"GmWMC140","W2",21,4,NA,NA,NA,NA,NA,NA,NA,48,NA
NA,2019,"Tottori","Jul",76,"GmJMC076","W2",22,1,NA,NA,NA,NA,NA,NA,NA,53,NA
NA,2019,"Tottori","Jul",76,"GmJMC076","W2",22,2,28.13,49.25,167.11,87.76,3,8,16,53,38
NA,2019,"Tottori","Jul",76,"GmJMC076","W2",22,3,NA,58.42,209.85,NA,4,8,16,56,57
NA,2019,"Tottori","Jul",76,"GmJMC076","W2",22,4,NA,NA,NA,NA,NA,NA,NA,59,NA
NA,2019,"Tottori","Jul",59,"GmJMC059","W2",23,1,NA,NA,NA,NA,NA,NA,NA,35,NA
NA,2019,"Tottori","Jul",59,"GmJMC059","W2",23,2,20.88,37.26,129.46,65.38,4,9,13,41,27
NA,2019,"Tottori","Jul",59,"GmJMC059","W2",23,3,NA,62.32,213.27,NA,4,8,10,42,51
NA,2019,"Tottori","Jul",59,"GmJMC059","W2",23,4,NA,NA,NA,NA,NA,NA,NA,37,NA
NA,2019,"Tottori","Jul",223,"C1329","W2",24,1,NA,NA,NA,NA,NA,NA,NA,63,NA
NA,2019,"Tottori","Jul",223,"C1329","W2",24,2,22.16,45.72,201.57,88.32,1,5,20,63,61
NA,2019,"Tottori","Jul",223,"C1329","W2",24,3,NA,51.66,215.08,NA,1,5,19,66,67
NA,2019,"Tottori","Jul",223,"C1329","W2",24,4,NA,NA,NA,NA,NA,NA,NA,62,NA
NA,2019,"Tottori","Jul",39,"GmJMC039","W2",25,1,NA,NA,NA,NA,NA,NA,NA,41,NA
NA,2019,"Tottori","Jul",39,"GmJMC039","W2",25,2,28.86,61.49,216.91,90.56,4,9,13,45,42
NA,2019,"Tottori","Jul",39,"GmJMC039","W2",25,3,NA,40.19,147.56,NA,5,7,11,40,37
NA,2019,"Tottori","Jul",39,"GmJMC039","W2",25,4,NA,NA,NA,NA,NA,NA,NA,44,NA
NA,2019,"Tottori","Jul",224,"5002T","W2",26,1,NA,NA,NA,NA,NA,NA,NA,14,NA
NA,2019,"Tottori","Jul",224,"5002T","W2",26,2,34.55,69.56,225.62,99.92,5,10,13,38,25
NA,2019,"Tottori","Jul",224,"5002T","W2",26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",224,"5002T","W2",26,4,NA,38.26,128.32,NA,5,9,12,31,23
NA,2019,"Tottori","Jul",21,"GmJMC021","W2",27,1,21.23,61.17,223.07,52.28,6,7,10,35,32
NA,2019,"Tottori","Jul",21,"GmJMC021","W2",27,2,NA,NA,NA,NA,NA,NA,NA,26,NA
NA,2019,"Tottori","Jul",21,"GmJMC021","W2",27,3,NA,37.87,140.98,NA,6,7,10,33,34
NA,2019,"Tottori","Jul",21,"GmJMC021","W2",27,4,NA,NA,NA,NA,NA,NA,NA,34,NA
NA,2019,"Tottori","Jul",134,"GmWMC134","W2",28,1,NA,NA,NA,NA,NA,NA,NA,24,NA
NA,2019,"Tottori","Jul",134,"GmWMC134","W2",28,2,7.29,14.58,47.69,22.52,4,7,15,22,68
NA,2019,"Tottori","Jul",134,"GmWMC134","W2",28,3,NA,22.39,76.39,NA,NA,NA,NA,27,NA
NA,2019,"Tottori","Jul",134,"GmWMC134","W2",28,4,NA,NA,NA,NA,NA,NA,NA,24,NA
NA,2019,"Tottori","Jul",139,"GmJMC139","W2",29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",139,"GmJMC139","W2",29,2,33.43,66.4,260.09,121.24,2,9,15,NA,37
NA,2019,"Tottori","Jul",139,"GmJMC139","W2",29,3,NA,11.96,42.63,NA,2,3,12,NA,32
NA,2019,"Tottori","Jul",139,"GmJMC139","W2",29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",126,"GmJMC126","W2",30,1,NA,NA,NA,NA,NA,NA,NA,52,NA
NA,2019,"Tottori","Jul",126,"GmJMC126","W2",30,2,30.99,59.4,226.13,103.3,4,5,18,55,34
NA,2019,"Tottori","Jul",126,"GmJMC126","W2",30,3,NA,61.4,254.99,NA,3,6,15,64,32
NA,2019,"Tottori","Jul",126,"GmJMC126","W2",30,4,NA,NA,NA,NA,NA,NA,NA,61,NA
NA,2019,"Tottori","Jul",105,"GmJMC105","W2",31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",105,"GmJMC105","W2",31,2,27.93,52.75,179.65,87.85,4,8,15,NA,47
NA,2019,"Tottori","Jul",105,"GmJMC105","W2",31,3,NA,38.01,118.24,NA,4,6,11,NA,31
NA,2019,"Tottori","Jul",105,"GmJMC105","W2",31,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",31,"GmJMC031","W2",32,1,NA,NA,NA,NA,NA,NA,NA,46,NA
NA,2019,"Tottori","Jul",31,"GmJMC031","W2",32,2,30.38,54.76,191.01,93.13,5,7,14,50,42
NA,2019,"Tottori","Jul",31,"GmJMC031","W2",32,3,NA,49.42,165.65,NA,4,7,14,54,24
NA,2019,"Tottori","Jul",31,"GmJMC031","W2",32,4,NA,NA,NA,NA,NA,NA,NA,47,NA
NA,2019,"Tottori","Jul",14,"GmWMC014","W2",33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",14,"GmWMC014","W2",33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",14,"GmWMC014","W2",33,3,14.5,36.12,137.77,40.32,6,3,6,NA,21
NA,2019,"Tottori","Jul",14,"GmWMC014","W2",33,4,NA,46.07,184.47,NA,5,5,12,NA,20
NA,2019,"Tottori","Jul",68,"GmJMC068","W2",34,1,NA,NA,NA,NA,NA,NA,NA,44,NA
NA,2019,"Tottori","Jul",68,"GmJMC068","W2",34,2,28.37,50.43,195.17,101.29,4,6,12,45,24
NA,2019,"Tottori","Jul",68,"GmJMC068","W2",34,3,NA,53.3,191.81,NA,4,6,15,51,49
NA,2019,"Tottori","Jul",68,"GmJMC068","W2",34,4,NA,NA,NA,NA,NA,NA,NA,44,NA
NA,2019,"Tottori","Jul",142,"GmWMC142","W2",35,1,NA,NA,NA,NA,NA,NA,NA,51,NA
NA,2019,"Tottori","Jul",142,"GmWMC142","W2",35,2,19.26,35.88,130.51,64.79,3,8,18,51,42
NA,2019,"Tottori","Jul",142,"GmWMC142","W2",35,3,NA,39.03,146.66,NA,3,10,15,49,59
NA,2019,"Tottori","Jul",142,"GmWMC142","W2",35,4,NA,NA,NA,NA,NA,NA,NA,48,NA
NA,2019,"Tottori","Jul",53,"GmJMC053","W2",36,1,NA,NA,NA,NA,NA,NA,NA,29,NA
NA,2019,"Tottori","Jul",53,"GmJMC053","W2",36,2,14.51,34.57,119.62,42.03,6,7,10,29,14
NA,2019,"Tottori","Jul",53,"GmJMC053","W2",36,3,NA,27.11,97.19,NA,6,5,9,32,39
NA,2019,"Tottori","Jul",53,"GmJMC053","W2",36,4,NA,NA,NA,NA,NA,NA,NA,30,NA
NA,2019,"Tottori","Jul",70,"GmWMC070","W2",37,1,NA,NA,NA,NA,NA,NA,NA,39,NA
NA,2019,"Tottori","Jul",70,"GmWMC070","W2",37,2,8.74,26.97,92.6,21.99,6,2,12,37,36
NA,2019,"Tottori","Jul",70,"GmWMC070","W2",37,3,NA,32.72,118.13,NA,6,1,14,34,30
NA,2019,"Tottori","Jul",70,"GmWMC070","W2",37,4,NA,NA,NA,NA,NA,NA,NA,31,NA
NA,2019,"Tottori","Jul",20,"GmWMC020","W2",38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",20,"GmWMC020","W2",38,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",20,"GmWMC020","W2",38,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",20,"GmWMC020","W2",38,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",100,"GmJMC100","W2",39,1,NA,NA,NA,NA,NA,NA,NA,34,NA
NA,2019,"Tottori","Jul",100,"GmJMC100","W2",39,2,13.75,25.7,85.89,40.75,3,7,12,45,27
NA,2019,"Tottori","Jul",100,"GmJMC100","W2",39,3,NA,60.24,213.93,NA,4,7,13,49,39
NA,2019,"Tottori","Jul",100,"GmJMC100","W2",39,4,NA,NA,NA,NA,NA,NA,NA,46,NA
NA,2019,"Tottori","Jul",1,"GmWMC001","W2",40,1,NA,NA,NA,NA,NA,NA,NA,24,NA
NA,2019,"Tottori","Jul",1,"GmWMC001","W2",40,2,2.15,12.25,39.63,6.53,7,5,5,19,17
NA,2019,"Tottori","Jul",1,"GmWMC001","W2",40,3,NA,22.44,75.83,NA,7,4,9,23,17
NA,2019,"Tottori","Jul",1,"GmWMC001","W2",40,4,NA,NA,NA,NA,NA,NA,NA,27,NA
NA,2019,"Tottori","Jul",128,"GmJMC128","W2",41,1,NA,NA,NA,NA,NA,NA,NA,21,NA
NA,2019,"Tottori","Jul",128,"GmJMC128","W2",41,2,12.51,30.15,108.22,38.13,5,4,10,19,13
NA,2019,"Tottori","Jul",128,"GmJMC128","W2",41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",128,"GmJMC128","W2",41,4,NA,32.25,124.12,NA,6,7,10,26,21
NA,2019,"Tottori","Jul",82,"GmJMC082","W2",42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",82,"GmJMC082","W2",42,2,NA,59.55,226.17,NA,4,11,10,44,52
NA,2019,"Tottori","Jul",82,"GmJMC082","W2",42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",82,"GmJMC082","W2",42,4,23.79,42.71,164.66,78.04,4,9,12,36,17
NA,2019,"Tottori","Jul",151,"GmWMC151","W2",43,1,NA,NA,NA,NA,NA,NA,NA,47,NA
NA,2019,"Tottori","Jul",151,"GmWMC151","W2",43,2,15.71,29.38,118.54,53.93,3,6,18,49,34
NA,2019,"Tottori","Jul",151,"GmWMC151","W2",43,3,NA,38.32,163.45,NA,3,8,14,48,55
NA,2019,"Tottori","Jul",151,"GmWMC151","W2",43,4,NA,NA,NA,NA,NA,NA,NA,52,NA
NA,2019,"Tottori","Jul",172,"GmJMC172","W2",44,1,NA,NA,NA,NA,NA,NA,NA,28,NA
NA,2019,"Tottori","Jul",172,"GmJMC172","W2",44,2,10.89,18.93,79.44,42.44,3,5,9,37,42
NA,2019,"Tottori","Jul",172,"GmJMC172","W2",44,3,NA,19.96,NA,NA,3,5,15,41,41
NA,2019,"Tottori","Jul",172,"GmJMC172","W2",44,4,NA,NA,NA,NA,NA,NA,NA,36,NA
NA,2019,"Tottori","Jul",56,"GmJMC056","W2",45,1,NA,NA,NA,NA,NA,NA,NA,32,NA
NA,2019,"Tottori","Jul",56,"GmJMC056","W2",45,2,24.95,51.26,178.19,76.47,5,5,14,33,40
NA,2019,"Tottori","Jul",56,"GmJMC056","W2",45,3,NA,45.91,167.87,NA,5,8,13,41,23
NA,2019,"Tottori","Jul",56,"GmJMC056","W2",45,4,NA,NA,NA,NA,NA,NA,NA,43,NA
NA,2019,"Tottori","Jul",125,"GmWMC125","W2",46,1,NA,NA,NA,NA,NA,NA,NA,52,NA
NA,2019,"Tottori","Jul",125,"GmWMC125","W2",46,2,NA,73.67,321.15,159.65,3,8,17,68,49
NA,2019,"Tottori","Jul",125,"GmWMC125","W2",46,3,NA,58.16,254.16,NA,3,8,15,62,54
NA,2019,"Tottori","Jul",125,"GmWMC125","W2",46,4,NA,NA,NA,NA,NA,NA,NA,59,NA
NA,2019,"Tottori","Jul",58,"GmJMC058","W2",47,1,NA,NA,NA,NA,NA,NA,NA,28,NA
NA,2019,"Tottori","Jul",58,"GmJMC058","W2",47,2,14.67,26.49,93.91,47.19,4,7,13,37,24
NA,2019,"Tottori","Jul",58,"GmJMC058","W2",47,3,NA,24.95,81.33,NA,5,5,11,28,12
NA,2019,"Tottori","Jul",58,"GmJMC058","W2",47,4,NA,NA,NA,NA,NA,NA,NA,31,NA
NA,2019,"Tottori","Jul",117,"GmJMC117","W2",48,1,NA,NA,NA,NA,NA,NA,NA,46,NA
NA,2019,"Tottori","Jul",117,"GmJMC117","W2",48,2,23.77,40.66,153.33,80.76,3,5,18,47,41
NA,2019,"Tottori","Jul",117,"GmJMC117","W2",48,3,NA,42.03,162.44,NA,3,6,19,48,29
NA,2019,"Tottori","Jul",117,"GmJMC117","W2",48,4,NA,NA,NA,NA,NA,NA,NA,46,NA
NA,2019,"Tottori","Jul",5,"GmJMC005","W2",49,1,14.47,30.97,102.66,37.28,6,4,9,26,10
NA,2019,"Tottori","Jul",5,"GmJMC005","W2",49,2,NA,NA,NA,NA,NA,NA,NA,17,NA
NA,2019,"Tottori","Jul",5,"GmJMC005","W2",49,3,NA,35.91,126.37,NA,6,5,9,28,27
NA,2019,"Tottori","Jul",5,"GmJMC005","W2",49,4,NA,NA,NA,NA,NA,NA,NA,23,NA
NA,2019,"Tottori","Jul",60,"GmJMC060","W2",50,1,NA,NA,NA,NA,NA,NA,NA,39,NA
NA,2019,"Tottori","Jul",60,"GmJMC060","W2",50,2,19.19,33.64,110.92,57.35,5,4,14,44,37
NA,2019,"Tottori","Jul",60,"GmJMC060","W2",50,3,NA,42.06,148.45,NA,5,4,12,53,22
NA,2019,"Tottori","Jul",60,"GmJMC060","W2",50,4,NA,NA,NA,NA,NA,NA,NA,47,NA
NA,2019,"Tottori","Jul",87,"GmWMC087","W2",51,1,NA,NA,NA,NA,NA,NA,NA,29,NA
NA,2019,"Tottori","Jul",87,"GmWMC087","W2",51,2,9.73,20.42,66.92,24.94,5,5,11,32,23
NA,2019,"Tottori","Jul",87,"GmWMC087","W2",51,3,NA,23.26,75.15,NA,5,6,13,27,23
NA,2019,"Tottori","Jul",87,"GmWMC087","W2",51,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",178,"GmWMC178","W2",52,1,NA,NA,NA,NA,NA,NA,NA,56,NA
NA,2019,"Tottori","Jul",178,"GmWMC178","W2",52,2,17.23,33.03,126.83,58.61,3,6,14,53,46
NA,2019,"Tottori","Jul",178,"GmWMC178","W2",52,3,NA,32.24,122.09,NA,3,7,15,54,53
NA,2019,"Tottori","Jul",178,"GmWMC178","W2",52,4,NA,NA,NA,NA,NA,NA,NA,47,NA
NA,2019,"Tottori","Jul",55,"GmJMC055","W2",53,1,4.49,11.49,42.52,13.07,5,3,10,29,8
NA,2019,"Tottori","Jul",55,"GmJMC055","W2",53,2,NA,NA,NA,NA,NA,NA,NA,18,NA
NA,2019,"Tottori","Jul",55,"GmJMC055","W2",53,3,NA,7.37,29.69,NA,5,0,8,NA,5
NA,2019,"Tottori","Jul",55,"GmJMC055","W2",53,4,NA,NA,NA,NA,NA,NA,NA,17,NA
NA,2019,"Tottori","Jul",62,"GmJMC062","W2",54,1,NA,NA,NA,NA,NA,NA,NA,39,NA
NA,2019,"Tottori","Jul",62,"GmJMC062","W2",54,2,19.12,34.64,135.34,69.14,4,5,13,43,27
NA,2019,"Tottori","Jul",62,"GmJMC062","W2",54,3,NA,28.66,106.74,NA,3,6,16,46,22
NA,2019,"Tottori","Jul",62,"GmJMC062","W2",54,4,NA,NA,NA,NA,NA,NA,NA,35,NA
NA,2019,"Tottori","Jul",25,"GmJMC025","W2",55,1,NA,NA,NA,NA,NA,NA,NA,35,NA
NA,2019,"Tottori","Jul",25,"GmJMC025","W2",55,2,17.48,42.25,139.43,47.08,6,7,16,33,20
NA,2019,"Tottori","Jul",25,"GmJMC025","W2",55,3,NA,19.48,62.99,NA,6,4,9,40,30
NA,2019,"Tottori","Jul",25,"GmJMC025","W2",55,4,NA,NA,NA,NA,NA,NA,NA,23,NA
NA,2019,"Tottori","Jul",79,"GmJMC079","W2",56,1,15.97,29.3,98.2,45.1,5,4,15,29,13
NA,2019,"Tottori","Jul",79,"GmJMC079","W2",56,2,NA,NA,NA,NA,NA,NA,NA,31,NA
NA,2019,"Tottori","Jul",79,"GmJMC079","W2",56,3,NA,28.79,98.17,NA,5,2,16,NA,12
NA,2019,"Tottori","Jul",79,"GmJMC079","W2",56,4,NA,NA,NA,NA,NA,NA,NA,27,NA
NA,2019,"Tottori","Jul",102,"GmJMC102","W2",57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",102,"GmJMC102","W2",57,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",102,"GmJMC102","W2",57,3,NA,46.18,171.09,NA,5,8,13,31,28
NA,2019,"Tottori","Jul",102,"GmJMC102","W2",57,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2019,"Tottori","Jul",148,"GmWMC148","W2",58,1,NA,NA,NA,NA,NA,NA,NA,41,NA
NA,2019,"Tottori","Jul",148,"GmWMC148","W2",58,2,30.6,56.71,230.7,109.82,2,4,13,45,34
